Task,Description,Success Rate (%),Future lpips,Future num_future_frames,Future psnr,Future ssim,Future wavelet_hh_mse,Future wavelet_high_mse,Future wavelet_hl_mse,Future wavelet_lh_mse,Future wavelet_ll_mse,Future wavelet_temporal_high_mse,Future wavelet_temporal_low_mse,Future gfvd
libero_10_0,put both the alphabet soup and the tomato sauce in the basket,100.0,0.11319800885967615,1.987962962962963,25.65923062508986,0.8731460470887539,0.00016854318383689688,0.0007936524829020242,0.0011032114889818112,0.0011092027758873644,0.012558053695708527,0.0030927948192040816,0.004220996598275991,51.53519837301346
libero_10_1,put both the cream cheese box and the butter in the basket,100.0,0.13177745660011103,1.9916666666666665,25.89762581230938,0.8802207763592401,0.0001340609908237757,0.000745979105613374,0.0011363350670532478,0.0009675412589630983,0.011820279195749512,0.002888133734561447,0.004012116980739782,57.99520158754517
libero_10_2,turn on the stove and put the moka pot on it,100.0,0.09614200481638044,1.9916521739130435,23.88806178068455,0.8856886276998596,0.0002892389839590509,0.0011258638214806768,0.0014999323343688113,0.0015884201461141684,0.016956234057437604,0.004095917236112064,0.006084456555555158,49.27797185364976
libero_10_3,put the black bowl in the bottom drawer of the cabinet and close it,100.0,0.10055794639722544,1.9861471861471862,25.068333965896013,0.89498947011831,0.00034574383389900456,0.0010972152347719503,0.001514925005931651,0.0014309768644851953,0.01164622320097093,0.003179770530578459,0.004307468441603261,51.81306503644925
libero_10_4,put the white mug on the left plate and put the yellow and white mug on the right plate,100.0,0.10413040376326,1.9815829098437796,26.557727108579694,0.9078393526138301,0.0001545832656343748,0.0006419722579339912,0.001004313635519991,0.0007670198726476081,0.009470074035425113,0.0022303905947037134,0.003477613084016719,43.536374134355285
libero_10_5,pick up the book and place it in the back compartment of the caddy,100.0,0.0703748957065902,1.9580473856209148,29.443167639947404,0.9278520059809574,9.423365125055877e-05,0.00038226724488535764,0.0004190036906829787,0.0006335643927225355,0.0046800022906640145,0.0011828704871113826,0.0017042187571905444,34.216810186350656
libero_10_6,put the white mug on the plate and put the chocolate pudding to the right of the plate,100.0,0.10070525160580228,1.9814761904761906,26.370018811708924,0.9015568257851518,0.0001752252088606688,0.0007326200398573488,0.001112447273773615,0.0009101876369377628,0.009045050219273359,0.002236234341978337,0.0033845824962702073,49.48490287619889
libero_10_7,put both the alphabet soup and the cream cheese box in the basket,100.0,0.11893970084441666,1.9956521739130433,26.083658739355087,0.8813753965756167,0.00016022191034446346,0.0007314067026951673,0.0010262038118823281,0.0010077943858587104,0.014281197136039637,0.0034706623299570654,0.0046999622833015404,61.458597682358175
libero_10_8,put both moka pots on the stove,90.0,0.08334284205440502,1.9864031700873805,25.75700015360611,0.91747052625603,0.00024321000059055747,0.0008368979855880677,0.0011360818981015082,0.0011314020580721375,0.010617896533967679,0.002346553570964401,0.004168567005503544,36.682691327311446
libero_10_9,put the yellow and white mug in the microwave and close it,100.0,0.10336695144955513,1.9881410256410255,24.328260197975432,0.9113166542659901,0.00020241931816887145,0.000810500197561766,0.0010394880429486556,0.0011895932315677715,0.01580747624364118,0.003896184046315642,0.0051874604346438275,42.82990518433489
libero_goal_0,open the middle drawer of the cabinet,100.0,0.10580600226660206,1.970164835164835,25.240500978824894,0.8827584520968802,0.0002537616845067176,0.0008722442894123992,0.00119845875354823,0.0011645124301822502,0.011216871539265559,0.0029789535430013218,0.003973677827340062,58.2936927704856
libero_goal_1,put the bowl on the stove,100.0,0.1057364479949077,1.922222222222222,25.40877983305189,0.8716773088607523,0.0003240722934909476,0.0011029821145509939,0.0014988700645012108,0.0014860039856608232,0.010548501553583063,0.0030373618849100443,0.004020987091644201,58.160383823613174
libero_goal_2,put the wine bottle on top of the cabinet,90.0,0.10361671912380391,1.967777777777778,24.724923039012488,0.8772874040073819,0.00024482027278685965,0.0009124076289636259,0.0010901886224423327,0.0014022139916616853,0.013855777540464057,0.0033560436890952084,0.004840834688915897,79.27077973944573
libero_goal_3,open the top drawer and put the bowl inside,100.0,0.10628946913864012,1.9741896218676405,24.59987932525693,0.8777408423858034,0.00028228081729938,0.0010151718549806757,0.0013007388750628083,0.001462495872579839,0.014038041832481724,0.003545136359019173,0.00495441436955457,41.10502529029264
libero_goal_4,put the bowl on top of the cabinet,100.0,0.11072080224338506,1.9444444444444442,24.321808372603524,0.8508119752009711,0.00039187190640303825,0.0013267787619110163,0.0017482040359431672,0.0018402603433868435,0.012439076209880618,0.003427558836119715,0.004688941548455558,72.71683409764535
libero_goal_5,push the plate to the front of the stove,100.0,0.09596199068343166,1.964761904761905,26.881499862967832,0.9189136949798344,0.00014934108481704756,0.0006166297032463523,0.0007843417056868756,0.0009162063192351335,0.008894661675007322,0.002220681791079767,0.0032396777766481033,37.65733242670426
libero_goal_6,put the cream cheese in the bowl,100.0,0.09364388699141833,1.96008547008547,26.907513628250513,0.9125926076397937,0.0001824375918049477,0.0007210135718326991,0.0009417301676839064,0.0010388729560092433,0.006906932407420956,0.0020465483053057044,0.0023872000637412487,52.602871898583615
libero_goal_7,turn on the stove,100.0,0.11208569649606945,1.9625,26.294186203820367,0.8921030369188104,0.00014298808529409664,0.0005963961601818959,0.0009281824278981989,0.000718017967353392,0.00988197486190724,0.0021407836921363403,0.0038158197910109137,87.48507679903321
libero_goal_8,put the bowl on the plate,100.0,0.10603686684210387,1.9625,24.796955636569432,0.8712608591786453,0.00035447379003536683,0.0011931218047331119,0.0015133553007867055,0.0017115363233772638,0.012554605111030728,0.0032470387475249086,0.004956045455764979,79.81628211878774
libero_goal_9,put the wine bottle on the rack,80.0,0.11574104635993313,1.985164835164835,24.147686655687323,0.8677728955404007,0.00018451517330840908,0.0007474571839416041,0.0009574920403860223,0.0011003643381303804,0.015947552656869132,0.0032773019667056424,0.005811863634242819,45.388116511898914
libero_object_0,pick up the alphabet soup and place it in the basket,100.0,0.11011609551511854,1.9562055591467356,25.526612977297287,0.8559446442354549,0.00019395788767912427,0.0008553200364161328,0.0010148949290196964,0.001357107292549578,0.012265866252900123,0.0026488918912653077,0.004200587095876652,74.53327479034763
libero_object_1,pick up the cream cheese and place it in the basket,90.0,0.13073700847158776,1.9846153846153847,24.143337030137467,0.837266549620616,0.00018103064041610295,0.0009185899399468496,0.001085544269611902,0.0014891949098125436,0.01647238633421399,0.003258804915148164,0.006228156991023054,98.77584772675903
